url,status,language,title,description,canonical,h1,words_including_navigation,jsonld_count,service_case_links,case_service_links
https://osnovaai.com/de/cases/dds-service,200,de,DDS SERVICE — OSNOVA,"Website einer Autowerkstatt mit Leistungen, Kundeninformationen und Kontakt. Komplett neu entwickelt.",https://osnovaai.com/de/cases/dds-service,DDS SERVICE,88,0,,0
https://osnovaai.com/uk/cases/dds-service,200,uk,DDS SERVICE — OSNOVA,"Сайт автосервісу: послуги, інформація для клієнтів і контакти. Повністю розроблений з нуля.",https://osnovaai.com/uk/cases/dds-service,DDS SERVICE,89,0,,0
https://osnovaai.com/ru/cases/bala-group,200,ru,BALA GROUP — OSNOVA,Сайт строительных и ремонтных услуг. Дизайн и разработка полностью с нуля.,https://osnovaai.com/ru/cases/bala-group,BALA GROUP,90,0,,0
https://osnovaai.com/en/cases/bala-group,200,en,BALA GROUP — OSNOVA,A website for construction and renovation services. Designed and developed from scratch.,https://osnovaai.com/en/cases/bala-group,BALA GROUP,92,0,,0
https://osnovaai.com/de/cases/bala-group,200,de,BALA GROUP — OSNOVA,Website für Bau- und Renovierungsleistungen. Von Grund auf gestaltet und entwickelt.,https://osnovaai.com/de/cases/bala-group,BALA GROUP,90,0,,0
https://osnovaai.com/uk/cases/bala-group,200,uk,BALA GROUP — OSNOVA,Сайт будівельних і ремонтних послуг. Дизайн та розробка повністю з нуля.,https://osnovaai.com/uk/cases/bala-group,BALA GROUP,90,0,,0
https://osnovaai.com/ru/cases/retatrutide-silver-signal,200,ru,RETATRUTIDE — SILVER SIGNAL — OSNOVA,Лендинг с серебристой визуальной системой. Дизайн и web-разработка полностью с нуля.,https://osnovaai.com/ru/cases/retatrutide-silver-signal,RETATRUTIDE SILVER SIGNAL,93,0,,0
https://osnovaai.com/en/cases/retatrutide-silver-signal,200,en,RETATRUTIDE — SILVER SIGNAL — OSNOVA,A landing page with a silver visual identity. Original design and web development from scratch.,https://osnovaai.com/en/cases/retatrutide-silver-signal,RETATRUTIDE SILVER SIGNAL,98,0,,0
https://osnovaai.com/de/cases/retatrutide-silver-signal,200,de,RETATRUTIDE — SILVER SIGNAL — OSNOVA,Landingpage mit einer silbernen Bildsprache. Eigenständiges Design und Webentwicklung von Grund auf.,https://osnovaai.com/de/cases/retatrutide-silver-signal,RETATRUTIDE SILVER SIGNAL,94,0,,0
https://osnovaai.com/uk/cases/retatrutide-silver-signal,200,uk,RETATRUTIDE — SILVER SIGNAL — OSNOVA,Лендинг зі сріблястою візуальною системою. Дизайн і web-розробка повністю з нуля.,https://osnovaai.com/uk/cases/retatrutide-silver-signal,RETATRUTIDE SILVER SIGNAL,93,0,,0
https://osnovaai.com/ru/cases/ai-voice-operator,200,ru,AI VOICE OPERATOR — OSNOVA,"AI-оператор стоматологической клиники. Принимает звонок, отвечает на вопросы и записывает на консультацию.",https://osnovaai.com/ru/cases/ai-voice-operator,AI VOICE OPERATOR,120,0,,0
https://osnovaai.com/en/cases/ai-voice-operator,200,en,AI VOICE OPERATOR — OSNOVA,"An AI voice operator for a dental clinic. Takes the call, answers questions and books a consultation.",https://osnovaai.com/en/cases/ai-voice-operator,AI VOICE OPERATOR,125,0,,0
https://osnovaai.com/de/cases/ai-voice-operator,200,de,AI VOICE OPERATOR — OSNOVA,"Ein KI-Telefonassistent für eine Zahnarztpraxis. Nimmt den Anruf an, beantwortet Fragen und vereinbart einen Beratungstermin.",https://osnovaai.com/de/cases/ai-voice-operator,AI VOICE OPERATOR,120,0,,0
https://osnovaai.com/uk/cases/ai-voice-operator,200,uk,AI VOICE OPERATOR — OSNOVA,"AI-оператор стоматологічної клініки. Приймає дзвінок, відповідає на запитання та записує на консультацію.",https://osnovaai.com/uk/cases/ai-voice-operator,AI VOICE OPERATOR,119,0,,0
https://osnovaai.com/ru/cases/comfort-lab,200,ru,COMFORT LAB — OSNOVA,"Сайт студии автомобильного комфорта: шумоизоляция, защита, звук и CarPlay. Дизайн и разработка с нуля.",https://osnovaai.com/ru/cases/comfort-lab,COMFORT LAB,91,0,,0
https://osnovaai.com/en/cases/comfort-lab,200,en,COMFORT LAB — OSNOVA,"A website for an automotive comfort studio: soundproofing, protection, audio and CarPlay. Designed and built from scratch.",https://osnovaai.com/en/cases/comfort-lab,COMFORT LAB,95,0,,0
https://osnovaai.com/de/cases/comfort-lab,200,de,COMFORT LAB — OSNOVA,"Website für ein Studio für Fahrzeugkomfort: Dämmung, Schutz, Audio und CarPlay. Von Grund auf gestaltet und entwickelt.",https://osnovaai.com/de/cases/comfort-lab,COMFORT LAB,94,0,,0
https://osnovaai.com/uk/cases/comfort-lab,200,uk,COMFORT LAB — OSNOVA,"Сайт студії автомобільного комфорту: шумоізоляція, захист, звук і CarPlay. Дизайн та розробка з нуля.",https://osnovaai.com/uk/cases/comfort-lab,COMFORT LAB,91,0,,0
https://osnovaai.com/ru/cases/comfort-home,200,ru,COMFORT HOME — OSNOVA,После потери доступа к прежнему сайту восстановили рабочую версию на его основе. Клиент снова получил собственный функционирующий ресурс.,https://osnovaai.com/ru/cases/comfort-home,COMFORT HOME,98,0,,0
https://osnovaai.com/en/cases/comfort-home,200,en,COMFORT HOME — OSNOVA,"After the client lost access to the previous website, we rebuilt a working version based on it, giving the client their own functioning website again.",https://osnovaai.com/en/cases/comfort-home,COMFORT HOME,106,0,,0
https://osnovaai.com/de/cases/comfort-home,200,de,COMFORT HOME — OSNOVA,Nach dem Verlust des Zugangs zur bisherigen Website haben wir auf deren Grundlage eine funktionsfähige Version wiederhergestellt.,https://osnovaai.com/de/cases/comfort-home,COMFORT HOME,96,0,,0
https://osnovaai.com/uk/cases/comfort-home,200,uk,COMFORT HOME — OSNOVA,Після втрати доступу до попереднього сайту відновили робочу версію на його основі. Клієнт знову отримав власний функціональний ресурс.,https://osnovaai.com/uk/cases/comfort-home,COMFORT HOME,98,0,,0
https://osnovaai.com/ru/cases/retatrutide-landing,200,ru,RETATRUTIDE — LANDING PAGE — OSNOVA,Отдельный лендинг RETATRUTIDE. Собственная визуальная концепция и полная web-разработка с нуля.,https://osnovaai.com/ru/cases/retatrutide-landing,RETATRUTIDE LANDING PAGE,92,0,,0
https://osnovaai.com/en/cases/retatrutide-landing,200,en,RETATRUTIDE — LANDING PAGE — OSNOVA,A separate RETATRUTIDE landing page. Its own visual concept and complete web development from scratch.,https://osnovaai.com/en/cases/retatrutide-landing,RETATRUTIDE LANDING PAGE,97,0,,0
https://osnovaai.com/de/cases/retatrutide-landing,200,de,RETATRUTIDE — LANDING PAGE — OSNOVA,Eine eigenständige RETATRUTIDE-Landingpage. Eigenes visuelles Konzept und vollständige Webentwicklung von Grund auf.,https://osnovaai.com/de/cases/retatrutide-landing,RETATRUTIDE LANDING PAGE,93,0,,0
https://osnovaai.com/uk/cases/retatrutide-landing,200,uk,RETATRUTIDE — LANDING PAGE — OSNOVA,Окремий лендинг RETATRUTIDE. Власна візуальна концепція та повна web-розробка з нуля.,https://osnovaai.com/uk/cases/retatrutide-landing,RETATRUTIDE LANDING PAGE,92,0,,0
https://osnovaai.com/ru/payment,200,ru,Способы оплаты — OSNOVA,"Оплата услуг OSNOVA банковским переводом, через IBAN или в криптовалюте USDT, BTC и ETH.",https://osnovaai.com/ru/payment,Оплата без лишних шагов. Три понятных способа.,164,0,,
https://osnovaai.com/en/payment,200,en,Payment methods — OSNOVA,"Pay for OSNOVA services by bank transfer, IBAN, or cryptocurrency in USDT, BTC and ETH.",https://osnovaai.com/en/payment,Payment without friction. Three clear options.,188,0,,
https://osnovaai.com/de/payment,200,de,Zahlungsarten — OSNOVA,"OSNOVA-Leistungen per Banküberweisung, IBAN oder Kryptowährung in USDT, BTC und ETH bezahlen.",https://osnovaai.com/de/payment,Zahlung ohne Umwege. Drei klare Möglichkeiten.,171,0,,
https://osnovaai.com/uk/payment,200,uk,Способи оплати — OSNOVA,"Оплата послуг OSNOVA банківським переказом, через IBAN або в криптовалюті USDT, BTC та ETH.",https://osnovaai.com/uk/payment,Оплата без зайвих кроків. Три зрозумілі способи.,166,0,,
